filename,image_url,is_product,name,category,price,description
hti.jpg,/static/images/products/hti.jpg,YES,Hti,Other,100,
hw-cont.jpg,/static/images/products/hw-cont.jpg,YES,Hw Cont,Other,100,
idli-podi.jpg,/static/images/products/idli-podi.jpg,YES,Idli Podi,Other,100,
idly-dosai-mix.jpg,/static/images/products/idly-dosai-mix.jpg,YES,Idly Dosai Mix,Other,100,
idly-rice.jpg,/static/images/products/idly-rice.jpg,YES,Idly Rice,Rice,100,
illuppaipoo-samba-rice-500x500.jpg,/static/images/products/illuppaipoo-samba-rice-500x500.jpg,YES,Illuppaipoo Samba Rice,Rice,100,
illuppaipoo-samba-rice.jpg,/static/images/products/illuppaipoo-samba-rice.jpg,YES,Illuppaipoo Samba Rice,Rice,100,
images.jpg,/static/images/products/images.jpg,YES,Images,Other,100,
indian-palm-jaggery-500x500.jpg,/static/images/products/indian-palm-jaggery-500x500.jpg,YES,Indian Palm Jaggery,Sweeteners,100,
indian-palm-jaggery.jpg,/static/images/products/indian-palm-jaggery.jpg,YES,Indian Palm Jaggery,Sweeteners,100,
irungu-solam.jpg,/static/images/products/irungu-solam.jpg,YES,Irungu Solam,Other,100,
jaggery-500x500.jpg,/static/images/products/jaggery-500x500.jpg,YES,Jaggery,Sweeteners,100,
jaggery-balls-500x500.png,/static/images/products/jaggery-balls-500x500.png,YES,Jaggery Balls,Sweeteners,100,
jaggery-balls.png,/static/images/products/jaggery-balls.png,YES,Jaggery Balls,Sweeteners,100,
jaggery-powder-500x500.jpg,/static/images/products/jaggery-powder-500x500.jpg,YES,Jaggery Powder,Sweeteners,100,
jaggery-powder.jpg,/static/images/products/jaggery-powder.jpg,YES,Jaggery Powder,Sweeteners,100,
jaggery.jpg,/static/images/products/jaggery.jpg,YES,Jaggery,Sweeteners,100,
jaikishan-patel-p1rlxdpqmas-unsplash-scaled.jpg,/static/images/products/jaikishan-patel-p1rlxdpqmas-unsplash-scaled.jpg,NO,Jaikishan Patel P1Rlxdpqmas Unsplash Scaled,Other,100,
jaikishan-patel-p1rlxdpqmas-unsplash.jpg,/static/images/products/jaikishan-patel-p1rlxdpqmas-unsplash.jpg,NO,Jaikishan Patel P1Rlxdpqmas Unsplash,Other,100,
jathi.jpeg,/static/images/products/jathi.jpeg,YES,Jathi,Other,100,
jeera-powder.jpg,/static/images/products/jeera-powder.jpg,YES,Jeera Powder,Spices,100,
jowar.jpg,/static/images/products/jowar.jpg,YES,Jowar,Other,100,
jube.jpeg,/static/images/products/jube.jpeg,YES,Jube,Other,100,
kadalai-mavu.jpg,/static/images/products/kadalai-mavu.jpg,NO,Kadalai Mavu,Pulses,100,
kaikuthal.jpeg,/static/images/products/kaikuthal.jpeg,YES,Kaikuthal,Other,100,
kalarpalai.jpg,/static/images/products/kalarpalai.jpg,YES,Kalarpalai,Other,100,
kambu-mavu.jpg,/static/images/products/kambu-mavu.jpg,YES,Kambu Mavu,Millets,100,
kambu.jpg,/static/images/products/kambu.jpg,YES,Kambu,Millets,100,
karunguruvai-rice-500x500.jpg,/static/images/products/karunguruvai-rice-500x500.jpg,YES,Karunguruvai Rice,Rice,100,
karunguruvai-rice.jpg,/static/images/products/karunguruvai-rice.jpg,YES,Karunguruvai Rice,Rice,100,
